battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1655.0,0,0.6382804570882502,1,7.0,1,61.0,0.11240935699583518,126.0,1.0,11.0,243.0,835.0,2348.0,10.0,4.0,7.0,1,0,0,2
908.0,1,1.260607276713293,1,0.0,1,13.0,0.38534464063204754,98.0,6.0,10.0,70.0,1013.0,2474.0,10.0,7.0,16.0,1,1,0,1
1636.0,1,1.3980916161150192,1,0.0,1,37.0,0.29875553796872095,158.0,5.0,0.0,34.0,776.0,2690.0,11.0,11.0,18.0,1,0,0,2
1926.0,0,0.5150229261151519,1,7.0,0,46.0,0.4927260212432182,190.0,1.0,10.0,815.0,1772.0,1417.0,9.0,9.0,2.0,1,1,1,1
923.0,0,2.173478230244044,1,0.0,0,53.0,0.9188319024202101,81.0,0.0,13.0,1568.0,1735.0,1848.0,6.0,0.0,8.0,0,1,0,2
1245.0,0,0.718276562816847,1,2.0,0,7.0,0.852036234775284,113.0,0.0,6.0,24.0,1640.0,3184.0,9.0,4.0,15.0,1,1,0,3
1118.0,1,1.898867274896627,0,3.0,0,52.0,0.7086759817046474,105.0,2.0,8.0,631.0,1231.0,2707.0,9.0,2.0,8.0,1,0,1,2
1870.0,1,2.685195492699164,1,10.0,0,9.0,0.9191857601878477,168.0,6.0,13.0,949.0,1234.0,1238.0,8.0,1.0,2.0,0,0,1,1
613.0,1,0.6023027270701093,0,3.0,1,51.0,0.10129933854157193,180.0,6.0,6.0,1034.0,1035.0,2857.0,9.0,6.0,11.0,1,0,1,2
1374.0,0,2.055130006118504,1,15.0,0,62.0,0.2953895819415882,114.0,5.0,16.0,580.0,748.0,2736.0,10.0,3.0,4.0,1,0,0,2
1587.0,0,1.270499259683976,0,1.0,0,5.0,0.5217381784733692,192.0,5.0,15.0,44.0,1077.0,3609.0,7.0,1.0,1.0,1,1,0,3
1582.0,0,2.772704859052296,1,6.0,0,24.0,0.11487150431871598,104.0,5.0,18.0,703.0,1487.0,2158.0,12.0,9.0,20.0,1,0,1,2
961.0,1,1.3834673596920484,0,0.0,0,12.0,0.9263216865893455,199.0,7.0,1.0,655.0,1315.0,2292.0,17.0,12.0,15.0,1,0,0,2
1981.0,1,0.541926807751578,1,3.0,0,42.0,1.0,84.0,6.0,10.0,374.0,673.0,2781.0,9.0,3.0,2.0,0,1,1,2
1933.0,0,2.583217657442931,1,3.0,0,47.0,0.2982308946421772,197.0,3.0,6.0,437.0,801.0,1441.0,10.0,5.0,20.0,0,0,1,1
1013.0,1,2.765525819445467,0,2.0,1,40.0,0.0910527829354893,93.0,4.0,10.0,384.0,863.0,2046.0,15.0,8.0,1.0,1,1,0,1
1217.0,1,1.2031039726618042,0,0.0,0,26.0,0.3042861133915218,130.0,2.0,2.0,59.0,1006.0,2692.0,6.0,1.0,14.0,0,1,0,2
1592.0,1,1.4766205385511295,0,2.0,1,26.0,0.11421428596531395,100.0,7.0,16.0,1671.0,1777.0,3947.0,15.0,8.0,18.0,1,0,1,3
739.0,1,2.2557648139153064,1,1.0,1,58.0,0.10329986955504883,89.0,3.0,3.0,1097.0,1531.0,442.0,6.0,5.0,5.0,1,0,1,0
716.0,0,0.9266909259325732,1,0.0,0,42.0,0.11602706271188726,95.0,0.0,13.0,1014.0,1138.0,933.0,11.0,9.0,9.0,0,0,1,0
1495.0,1,0.4388526134400666,1,3.0,1,63.0,0.3025769677443528,150.0,8.0,7.0,1413.0,1455.0,3581.0,17.0,9.0,7.0,1,1,1,3
1450.0,0,1.9945538982720137,0,0.0,0,6.0,0.6999828169066535,122.0,6.0,0.0,433.0,1143.0,1034.0,7.0,1.0,2.0,0,1,0,0
1419.0,1,2.401069793348267,1,3.0,1,22.0,0.291208489248169,105.0,5.0,4.0,210.0,1414.0,2499.0,8.0,4.0,8.0,1,0,0,2
959.0,0,0.525307987955697,1,5.0,0,51.0,0.4770647599615747,195.0,5.0,7.0,98.0,593.0,1967.0,12.0,9.0,16.0,0,1,0,1
1444.0,1,1.285552729771846,1,2.0,0,12.0,0.08812398126363005,107.0,0.0,12.0,862.0,1674.0,2913.0,17.0,0.0,12.0,0,0,0,3
1594.0,1,0.5132268429005993,0,0.0,0,48.0,0.904357100974326,147.0,7.0,14.0,294.0,853.0,496.0,17.0,4.0,4.0,1,0,1,0
741.0,0,0.6995017864695446,1,0.0,1,22.0,0.8120739338523182,87.0,0.0,6.0,530.0,857.0,1819.0,16.0,10.0,9.0,1,0,1,1
766.0,1,0.5634648269009586,0,9.0,0,2.0,0.7978024002424915,198.0,6.0,14.0,1306.0,1905.0,2265.0,18.0,2.0,15.0,1,1,1,2
574.0,1,2.6604510433891204,1,0.0,0,53.0,0.11022888699984137,153.0,3.0,20.0,441.0,927.0,2783.0,6.0,1.0,4.0,1,1,1,2
1191.0,1,0.4668842788743264,0,7.0,0,57.0,0.5173815391966622,83.0,0.0,10.0,402.0,636.0,3930.0,7.0,6.0,7.0,1,0,1,3
695.0,0,2.937367270480716,1,2.0,1,7.0,0.8089157949244341,144.0,2.0,5.0,505.0,713.0,1046.0,9.0,0.0,15.0,1,0,0,0
1943.0,1,1.4051238798668688,1,1.0,0,39.0,0.896317235413817,182.0,8.0,17.0,1152.0,1983.0,1240.0,11.0,2.0,19.0,0,1,0,2
1688.0,0,1.6326288421176127,0,2.0,0,35.0,0.19937858307160236,143.0,1.0,3.0,144.0,1170.0,2595.0,13.0,7.0,3.0,1,0,1,2
851.0,1,1.5267006160922973,1,3.0,1,35.0,0.31233348694876784,150.0,3.0,16.0,86.0,501.0,2275.0,10.0,1.0,19.0,1,1,1,1
921.0,0,1.1120472326070727,0,7.0,0,24.0,0.7905368432502746,108.0,5.0,12.0,1097.0,1473.0,991.0,11.0,7.0,8.0,0,0,1,0
1232.0,1,2.4957970081817606,1,14.0,1,14.0,0.21930754336812436,117.0,4.0,20.0,1156.0,1554.0,3358.0,17.0,12.0,9.0,1,0,1,3
1283.0,0,1.3994082130141587,1,3.0,0,10.0,0.2049500653585144,130.0,7.0,4.0,1201.0,1408.0,2527.0,18.0,7.0,10.0,1,1,1,2
996.0,1,0.5677354790449535,0,11.0,0,64.0,0.7102120558593249,176.0,8.0,17.0,1541.0,1793.0,3710.0,10.0,0.0,6.0,0,0,1,3
677.0,0,1.2806674187296092,1,3.0,1,5.0,0.11245614785631429,144.0,5.0,10.0,260.0,819.0,3639.0,8.0,4.0,12.0,1,0,1,2
879.0,1,0.4923030594366081,0,5.0,1,22.0,0.6132401408694768,198.0,0.0,7.0,335.0,1433.0,1661.0,15.0,4.0,20.0,1,1,1,1
746.0,0,0.8133046753083477,0,7.0,1,9.0,0.4837381597728155,107.0,3.0,11.0,469.0,2057.0,2325.0,6.0,0.0,12.0,1,1,1,2
1545.0,0,0.4674032549594502,0,0.0,1,24.0,0.6946473107136357,198.0,5.0,8.0,123.0,1886.0,3268.0,12.0,2.0,3.0,1,0,1,3
1980.0,0,1.3569796113917447,1,2.0,0,31.0,0.3919771355553336,171.0,8.0,5.0,1112.0,1357.0,2675.0,7.0,2.0,7.0,0,0,0,3
1611.0,0,0.497595626078726,0,13.0,0,14.0,0.09601900753227059,134.0,4.0,15.0,625.0,1310.0,3406.0,15.0,2.0,3.0,0,0,1,3
948.0,1,1.4602870634227394,0,9.0,0,26.0,0.10003203714015825,188.0,5.0,10.0,308.0,898.0,1677.0,7.0,3.0,6.0,1,0,1,0
685.0,0,2.4779334077505735,1,0.0,0,58.0,0.7931911666695798,131.0,6.0,3.0,430.0,1975.0,3749.0,17.0,1.0,3.0,0,1,0,3
894.0,0,2.4699667032091255,1,0.0,0,55.0,0.5861266574271073,183.0,2.0,0.0,430.0,955.0,2979.0,7.0,0.0,6.0,0,1,1,2
1118.0,0,1.4702821181901389,0,0.0,0,60.0,0.7963353189793462,182.0,1.0,16.0,445.0,528.0,490.0,15.0,12.0,11.0,1,0,0,0
720.0,0,1.7155406125606132,0,1.0,0,11.0,0.20355579405670451,123.0,1.0,10.0,933.0,1150.0,1030.0,6.0,5.0,18.0,0,1,1,0
724.0,1,0.6317370710613923,1,4.0,0,36.0,0.8225809970780013,97.0,7.0,10.0,83.0,1569.0,2424.0,14.0,0.0,16.0,1,1,0,1
1673.0,1,1.4028824949597793,0,0.0,0,27.0,0.32494955549650356,121.0,2.0,0.0,533.0,918.0,615.0,8.0,1.0,8.0,1,1,1,0
1938.0,1,1.9964056416384186,1,0.0,0,39.0,0.5135029055072218,188.0,8.0,6.0,895.0,1570.0,897.0,5.0,0.0,3.0,1,1,1,1
1916.0,0,0.8824578594816134,1,1.0,1,36.0,0.7176888327588394,108.0,7.0,2.0,861.0,1649.0,2986.0,9.0,1.0,4.0,1,1,0,3
1917.0,1,0.45174981253306984,0,2.0,1,9.0,0.3015359942577573,149.0,6.0,13.0,836.0,1691.0,2564.0,15.0,8.0,20.0,1,0,0,3
1002.0,0,2.0325369421544526,0,1.0,1,11.0,0.28843699205196893,156.0,4.0,6.0,1212.0,1676.0,1974.0,11.0,8.0,9.0,1,0,0,2
633.0,1,2.917843049670202,0,0.0,1,65.0,0.2752233620995873,184.0,8.0,0.0,86.0,660.0,3445.0,5.0,3.0,6.0,1,0,0,2
1358.0,1,1.842159605519208,1,6.0,0,34.0,0.5013429005111758,164.0,0.0,6.0,524.0,725.0,3949.0,17.0,3.0,17.0,0,1,1,3
1031.0,0,2.6922451171994934,0,0.0,1,58.0,1.0,134.0,5.0,12.0,446.0,870.0,809.0,7.0,0.0,19.0,1,0,0,0
565.0,1,2.0576242756747734,1,5.0,1,56.0,0.2984442615845591,77.0,3.0,12.0,48.0,1292.0,2148.0,10.0,10.0,6.0,1,0,1,1
1544.0,1,0.50412667374743,0,15.0,0,33.0,0.9950358766799687,149.0,7.0,20.0,388.0,636.0,452.0,4.0,0.0,5.0,1,1,1,0
1036.0,0,0.5847103247552976,1,1.0,1,43.0,0.505003296913822,98.0,2.0,2.0,249.0,1969.0,3376.0,13.0,4.0,12.0,1,1,0,3
562.0,0,1.566583765616523,1,6.0,0,36.0,0.19436964067459667,196.0,1.0,11.0,733.0,1765.0,1666.0,5.0,0.0,13.0,0,1,0,1
890.0,0,2.257640401748322,0,8.0,1,6.0,0.09720870916682661,106.0,8.0,13.0,789.0,1978.0,3425.0,9.0,3.0,9.0,1,1,1,3
641.0,1,0.5990400504408677,0,6.0,1,1.0,0.7027651933900826,186.0,6.0,13.0,27.0,1491.0,2797.0,4.0,0.0,19.0,1,0,1,2
610.0,0,2.480357932207889,0,0.0,1,54.0,0.19031292358260354,145.0,3.0,2.0,476.0,1145.0,1264.0,18.0,12.0,6.0,1,0,0,0
676.0,0,1.4030357507284337,0,2.0,0,45.0,0.46878350108951816,102.0,5.0,11.0,250.0,796.0,3691.0,10.0,0.0,10.0,1,0,0,3
1943.0,0,1.2986552232113773,1,0.0,0,36.0,0.6736846105390143,103.0,2.0,0.0,706.0,1644.0,2850.0,16.0,0.0,16.0,0,0,0,3
846.0,1,2.63108310614937,0,0.0,1,59.0,0.12188984995267024,122.0,3.0,15.0,1111.0,1981.0,2283.0,15.0,7.0,13.0,1,0,0,2
1456.0,1,2.4822805638081507,1,1.0,0,8.0,0.1896710345448286,156.0,7.0,16.0,727.0,1454.0,491.0,11.0,11.0,8.0,0,0,0,0
617.0,0,1.3489451661338354,1,0.0,1,14.0,0.17788507111562907,189.0,2.0,1.0,772.0,798.0,3482.0,13.0,4.0,18.0,1,0,1,2
1798.0,1,1.173304878917389,1,8.0,0,26.0,0.5034626907847324,118.0,5.0,15.0,424.0,960.0,1855.0,9.0,8.0,6.0,1,1,0,2
1713.0,0,0.49884263168964793,1,6.0,0,31.0,0.3803564249134113,120.0,1.0,10.0,279.0,642.0,3644.0,4.0,0.0,19.0,0,0,1,3
1897.0,0,0.5200791434559998,1,2.0,0,15.0,0.7160419695626049,90.0,6.0,6.0,1717.0,1767.0,607.0,17.0,2.0,8.0,1,0,1,1
672.0,1,2.656383110430271,1,3.0,1,33.0,0.8746749347128498,105.0,4.0,8.0,973.0,955.0,453.0,4.0,2.0,15.0,1,1,1,0
891.0,0,1.8801323576196416,0,0.0,0,2.0,0.5803757788960894,196.0,7.0,3.0,517.0,548.0,3210.0,18.0,0.0,11.0,0,0,1,2
507.0,1,1.505525329489934,0,0.0,1,53.0,0.7011246731958967,135.0,3.0,0.0,596.0,681.0,1213.0,15.0,9.0,7.0,1,0,1,0
1214.0,0,1.997223923002704,1,0.0,1,24.0,0.10098491076739848,85.0,3.0,9.0,160.0,1100.0,1007.0,12.0,9.0,17.0,1,0,0,0
1976.0,0,0.47828419984052534,1,2.0,1,51.0,0.10786334075346177,163.0,7.0,19.0,252.0,1376.0,1564.0,17.0,12.0,3.0,1,1,1,1
1555.0,0,2.9337589346351116,0,10.0,1,45.0,0.798209223871138,157.0,4.0,17.0,686.0,1278.0,2758.0,16.0,14.0,2.0,1,1,1,3
1303.0,0,0.8757658500007337,1,0.0,1,14.0,0.5025161911577253,121.0,4.0,3.0,813.0,1285.0,391.0,6.0,0.0,3.0,1,1,1,0
1952.0,0,1.5426618700719592,0,3.0,0,19.0,0.6979391082430595,111.0,3.0,9.0,238.0,917.0,3022.0,6.0,0.0,14.0,0,0,0,3
1726.0,1,2.4987218744086594,0,2.0,0,10.0,0.399944188975313,158.0,1.0,12.0,216.0,1198.0,1051.0,12.0,5.0,15.0,0,1,1,0
838.0,0,2.1967141105351113,0,0.0,0,6.0,0.5986412766518193,187.0,2.0,1.0,36.0,759.0,2498.0,9.0,7.0,19.0,0,0,1,1
898.0,1,0.5570125579670916,0,1.0,0,44.0,0.8005213264644662,148.0,2.0,3.0,1055.0,1405.0,2593.0,5.0,0.0,1.0,0,0,1,2
1812.0,1,2.0760492977876956,1,2.0,1,53.0,0.09724288457152142,115.0,0.0,10.0,361.0,698.0,3079.0,12.0,0.0,5.0,1,0,1,3
1708.0,0,0.8489662490005521,0,8.0,1,14.0,0.8905802546915575,195.0,3.0,15.0,238.0,1364.0,1123.0,19.0,16.0,16.0,1,0,0,1
1629.0,0,0.5211212742356798,0,0.0,1,61.0,0.7967115366054374,131.0,4.0,13.0,25.0,1515.0,3719.0,9.0,4.0,13.0,1,1,1,3
726.0,1,0.4882559420505374,1,3.0,1,26.0,0.1070029157683078,113.0,4.0,10.0,67.0,828.0,3661.0,8.0,4.0,14.0,1,1,0,2
982.0,1,0.7119385685795713,0,12.0,1,51.0,0.3952937472502625,130.0,3.0,15.0,661.0,816.0,2298.0,10.0,1.0,20.0,1,0,1,1
1931.0,0,1.2120941607534235,0,3.0,0,23.0,0.9858251827004195,85.0,4.0,3.0,895.0,1267.0,2428.0,8.0,2.0,15.0,1,1,0,2
820.0,0,0.7746106966230497,1,2.0,1,39.0,0.7951694441783658,133.0,4.0,18.0,399.0,1376.0,2602.0,14.0,1.0,12.0,1,1,1,2
1550.0,0,2.992363018152121,1,5.0,0,45.0,0.7283754468233797,163.0,1.0,7.0,583.0,624.0,502.0,12.0,1.0,2.0,0,1,1,0
1031.0,1,1.1093298408923364,0,0.0,1,24.0,0.7822606552050649,100.0,4.0,2.0,1208.0,1236.0,3788.0,17.0,15.0,4.0,1,0,1,3
888.0,0,1.0519318545522367,1,0.0,1,49.0,0.3775577176891888,88.0,1.0,0.0,1226.0,1210.0,747.0,8.0,4.0,10.0,1,1,0,0
1780.0,0,1.2735195223309237,0,10.0,0,60.0,0.07985483460015123,123.0,2.0,14.0,82.0,890.0,3069.0,13.0,10.0,17.0,0,1,0,3
1880.0,1,3.007423299427411,1,5.0,1,18.0,0.18678029918101222,124.0,8.0,6.0,1178.0,1801.0,3412.0,17.0,15.0,16.0,1,1,0,3
1030.0,1,2.7982114744079793,0,0.0,1,31.0,0.10979280859169618,192.0,1.0,9.0,1791.0,1898.0,1469.0,18.0,4.0,12.0,1,0,1,1
